ลําดับ,วันที่ตอบรับสมาชิก,รหัสสมาชิก,ชื่อสถานศึกษา,สังกัด,ตําบล/แขวง,อําเภอ /เขต,จังหวัด,รหัสไปรษณีย์
451,ปี 2568,7-50260-010,โรงเรียนบ้านแอนจัดสรร,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลบ้านแอ่น,อําเภอดอยเต่า,เชียงใหม่,50260
452,ปี 2568,7-50260-011,โรงเรียนบ้านหนองผักบุง,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลบงตัน,อําเภอดอยเต่า,เชียงใหม่,50260
453,ปี 2568,7-50260-012,โรงเรียนบ้านโปง,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลโป่งทุ่ง,อําเภอดอยเต่า,เชียงใหม่,50260
454,ปี 2568,7-50260-013,โรงเรียนบ้านโป่งทุ่ง,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลโป่งทุ่ง,อําเภอดอยเต่า,เชียงใหม่,50260
455,ปี 2568,7-50260-014,โรงเรียนบ้านแม่ตูบ,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลโป่งทุ่ง,อําเภอดอยเต่า,เชียงใหม่,50260
456,ปี 2568,7-50260-015,โรงเรียนบ้านสันติสุข,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลดอยเต่า,อําเภอดอยเต่า,เชียงใหม่,50260
457,ปี 2568,7-50260-016,โรงเรียนบ้านเกาะหลวง,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลโป่งทุ่ง,อําเภอดอยเต่า,เชียงใหม่,50260
458,ปี 2568,7-50260-017,โรงเรียนบ้านผาจุก,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลดอยเต่า,อําเภอดอยเต่า,เชียงใหม่,50260
459,ปี 2568,7-50260-018,โรงเรียนบ้านถิ่นสําราญ,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลดอยเต่า,อําเภอดอยเต่า,เชียงใหม่,50260
460,ปี 2568,7-50260-019,โรงเรียนบ้านไร,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลดอยเต่า,อําเภอดอยเต่า,เชียงใหม่,50260
461,ปี 2568,7-50260-020,โรงเรียนบ้านโทงวิทยา,สํานักงานเขตพื้นที่การศึกษาประถมศึกษาเชียงใหม่ เขต 5,ตําบลบงตัน,อําเภอดอยเต่า,เชียงใหม่,50260
